company,company_stage,country,days_since_layoff,Sum of funds_raised_million,Sum of id,industry,Sum of laid_off,Year,Quarter,Month,Day,Sum of layoff_day,Sum of layoff_month,layoff_percentage,Sum of layoff_quarter,layoff_severity,Sum of layoff_year,location_city,location_region,news_source_url,Year,Quarter,Month,Day
SWVL,Post-IPO,United Arab Emirates,1133,132,3281,Transportation,400,2022,Qtr 2,May,30,30,5,32%,2,Normal,2022,Dubai,Non-U.S.,https://techcrunch.com/2022/05/30/swvl-plans-to-lay-off-32-of-its-team-two-months-after-going-public/,2022,Qtr 2,May,31
Swyft,Series A,Canada,1117,20,3186,Logistics,10,2022,Qtr 2,June,15,15,6,30%,2,Normal,2022,Toronto,Non-U.S.,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,2022,Qtr 2,June,15
Symend,Series C,Canada,842,148,1659,Other,50,2023,Qtr 1,March,17,17,3,25%,1,Normal,2023,Calgary,Non-U.S.,https://betakit.com/symend-reduces-team-by-25-percent-in-restructuring-four-months-after-54-million-round/,2023,Qtr 1,March,23
Synapse,Series B,United States,643,50,1010,Finance,86,2023,Qtr 4,October,2,2,10,40%,4,Normal,2023,SF Bay Area,,https://techcrunch.com/2023/10/06/a16z-backed-fintech-synapse-lays-off-40-of-its-staff/,2023,Qtr 4,October,7
SynapseFI,Series B,United States,1850,50,3574,Finance,63,2020,Qtr 2,June,12,12,6,48%,2,Normal,2020,SF Bay Area,,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,2020,Qtr 2,June,13
Synapsica,Series A,India,989,4,2594,Healthcare,30,2022,Qtr 4,October,21,21,10,30%,4,Normal,2022,New Delhi,Non-U.S.,https://yourstory.com/2022/10/healthtech-startup-synapsica-layoffs-30-people-workforce/amp,2022,Qtr 4,October,22
Synctera,Series A,United States,467,79,563,Finance,17,2024,Qtr 1,March,26,26,3,15%,1,Normal,2024,SF Bay Area,,https://techcrunch.com/2024/03/26/baas-startup-synctera-layoffs-fintech/,2024,Qtr 1,March,27
Synergysuite,Series A,United States,1921,6,3949,Food,5,2020,Qtr 2,April,2,2,4,7%,2,Normal,2020,Salt Lake City,,https://www.linkedin.com/feed/update/urn:li:activity:6651167936918753280?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6651167936918753280%2C6651190820756172801%29,2020,Qtr 2,April,3
Synthego,Series E,United States,961,459,2394,Healthcare,105,2022,Qtr 4,November,18,18,11,20%,4,Normal,2022,SF Bay Area,,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,2022,Qtr 4,November,29
Syte,Series C,Israel,1097,71,3063,Retail,13,2022,Qtr 3,July,5,5,7,8%,3,Normal,2022,Tel Aviv,Non-U.S.,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,2022,Qtr 3,July,5
Tabnine,Series B,Israel,151,57,129,AI,15,2025,Qtr 1,February,5,5,2,18%,1,Normal,2025,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/h1jlmiek1l,2025,Qtr 1,February,6
Taboola,Post-IPO,United States,1027,445,2714,Marketing,100,2022,Qtr 3,September,13,13,9,6%,3,Normal,2022,New York City,,https://www.calcalistech.com/ctechnews/article/hybe11icxs,2022,Qtr 3,September,14
Tails.com,Series A,United Kingdom,502,5,621,Retail,55,2024,Qtr 1,February,20,20,2,25%,1,Normal,2024,London,Non-U.S.,https://www.businessinsider.com/tails-com-is-laying-off-25-percent-of-staffers-2024-2,2024,Qtr 1,February,21
Take-Two,Post-IPO,United States,446,4100,528,Consumer,579,2024,Qtr 2,April,16,16,4,5%,2,Normal,2024,New York City,,https://www.ign.com/articles/take-two-announces-layoffs-while-canceling-multiple-in-development-projects,2024,Qtr 2,April,17
Talent.com,Series B,Canada,823,150,1591,Recruiting,86,2023,Qtr 2,April,5,5,4,18%,2,Normal,2023,Montreal,Non-U.S.,https://aimgroup.com/2023/04/05/talent-com-cuts-25-of-staff-source-says/,2023,Qtr 3,September,7
Tally,Series C,United States,1886,92,3668,Finance,28,2020,Qtr 2,May,7,7,5,23%,2,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,2020,Qtr 2,May,11
Tamara Mellon,Series C,United States,1942,90,4095,Retail,20,2020,Qtr 1,March,12,12,3,40%,1,Normal,2020,Los Angeles,,https://layoffs.fyi/list/tamara-mellon/,2020,Qtr 1,March,31
TaskUs,Post-IPO,United States,1111,279,3154,Support,52,2022,Qtr 2,June,21,21,6,0%,2,Normal,2022,Los Angeles,,Internal memo,2022,Qtr 2,June,22
TaxBit,Unknown,United States,756,253,1365,Crypto,80,2023,Qtr 2,June,11,11,6,40%,2,Normal,2023,SF Bay Area,,https://www.theinformation.com/briefings/crypto-tax-software-startup-cuts-nearly-40-of-staff,2023,Qtr 2,June,12
Taxfix,Series D,Germany,768,330,1413,Finance,120,2023,Qtr 2,May,30,30,5,20%,2,Normal,2023,Berlin,Non-U.S.,https://techcrunch.com/2023/05/30/taxfix-layoffs/,2023,Qtr 2,May,31
TCR2,Post-IPO,United States,1040,173,2766,Healthcare,30,2022,Qtr 3,August,31,31,8,20%,3,Normal,2022,Boston,,https://www.fiercebiotech.com/biotech/scoop-tcr2-therapeutics-just-laid-40-its-staff-its-second-round-cuts-less-six-months,2023,Qtr 1,January,20
Teachmint,Series B,India,949,118,2334,Education,45,2022,Qtr 4,November,30,30,11,5%,4,Normal,2022,Bengaluru,Non-U.S.,https://inc42.com/buzz/edtech-startup-teachmint-lays-off-45-employees/,2022,Qtr 4,December,1
TealBook,Series B,Canada,962,73,2408,Other,34,2022,Qtr 4,November,17,17,11,19%,4,Normal,2022,Toronto,Non-U.S.,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,2022,Qtr 4,November,17
Teampay,Series B,United States,802,79,1526,Finance,30,2023,Qtr 2,April,26,26,4,33%,2,Normal,2023,New York City,,https://www.axios.com/pro/fintech-deals/2023/04/26/corporate-card-teampay-layoffs-30-percent,2023,Qtr 2,April,28
TechTarget,Post-IPO,United States,941,115,2261,Marketing,60,2022,Qtr 4,December,8,8,12,5%,4,Normal,2022,Boston,,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,2022,Qtr 4,December,11
Tekion,Series D,India,704,435,1168,Other,300,2023,Qtr 3,August,2,2,8,10%,3,Normal,2023,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-tekion-lays-off-around-200-indian-employees/,2023,Qtr 3,August,3
Teladoc Health,Post-IPO,United States,900,172,2033,Healthcare,300,2023,Qtr 1,January,18,18,1,6%,1,Normal,2023,New York City,,https://digitalhealth.modernhealthcare.com/finance/teladoc-health-layoffs-staff-cut-jason-gorevic,2023,Qtr 1,January,19
Teleport,Series C,United States,1101,169,3077,Infrastructure,15,2022,Qtr 3,July,1,1,7,6%,3,Normal,2022,SF Bay Area,,https://goteleport.com/blog/managing-downturn/,2022,Qtr 3,July,2
Tesla,Post-IPO,United States,447,20200,530,Transportation,14000,2024,Qtr 2,April,15,15,4,10%,2,Major,2024,Austin,,https://www.nytimes.com/2024/04/15/business/tesla-layoff-elon-musk.html,2024,Qtr 2,April,15
Textio,Unknown,United States,1927,41,4028,Recruiting,30,2020,Qtr 1,March,27,27,3,20%,1,Normal,2020,Seattle,,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,2020,Qtr 1,March,29
Textio,Unknown,United States,479,42,577,Recruiting,14,2024,Qtr 1,March,14,14,3,16%,1,Normal,2024,Seattle,,https://www.geekwire.com/2024/augmented-writing-startup-textio-lays-off-14-employees-or-16-of-staff/,2024,Qtr 1,March,16
Textio,Unknown,United States,825,42,1600,Recruiting,15,2023,Qtr 2,April,3,3,4,12%,2,Normal,2023,Seattle,,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,2023,Qtr 2,April,4
The Athletic,Series D,United States,1857,139,3579,Media,46,2020,Qtr 2,June,5,5,6,8%,2,Normal,2020,SF Bay Area,,https://www.axios.com/the-athletic-layoffs-pay-cuts-fa15a80d-47b7-46a5-a08f-3e7eba558f30.html,2020,Qtr 2,June,6
The Good Glamm Group,Unknown,India,444,180,521,Retail,150,2024,Qtr 2,April,18,18,4,15%,2,Normal,2024,New Delhi,Non-U.S.,https://economictimes.indiatimes.com/tech/technology/content-to-commerce-platform-the-good-glamm-group-lays-off-150-employees/articleshow/109401639.cms,2024,Qtr 2,April,19
The Grommet,Acquired,United States,1123,5,3218,Retail,40,2022,Qtr 2,June,9,9,6,100%,2,Normal,2022,Boston,,https://www.bizjournals.com/boston/news/2022/06/09/the-grommet-layoffs-employees.html,2022,Qtr 2,June,11
The Guild,Series B,United States,1931,36,4068,Travel,38,2020,Qtr 1,March,23,23,3,22%,1,Normal,2020,Austin,,https://www.americaninno.com/austin/inno-news/report-austin-startup-the-guild-lays-off-38-people/,2020,Qtr 1,March,29
The Mom Project,Series C,United States,1088,115,3008,HR,54,2022,Qtr 3,July,14,14,7,15%,3,Normal,2022,Chicago,,https://www.linkedin.com/posts/the-mom-project_today-we-shared-the-difficult-news-with-activity-6953445024575475712-VHen/,2022,Qtr 3,July,16
The Predictive Index,Acquired,United States,1921,65,3938,HR,59,2020,Qtr 2,April,2,2,4,25%,2,Normal,2020,Boston,,https://layoffs.fyi/2020/04/06/the-predictive-index-lays-off-59-employees,2020,Qtr 2,April,4
The RealReal,Post-IPO,United States,1909,358,3816,Retail,235,2020,Qtr 2,April,14,14,4,10%,2,Normal,2020,SF Bay Area,,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,2020,Qtr 2,April,15
The RealReal,Post-IPO,United States,871,356,1788,Retail,230,2023,Qtr 1,February,16,16,2,7%,1,Normal,2023,SF Bay Area,,https://www.theinformation.com/briefings/the-realreal-to-cut-7-of-headcount-close-some-stores-and-offices,2023,Qtr 1,February,16
The Sill,Series A,United States,1865,7,3602,Retail,20,2020,Qtr 2,May,28,28,5,25%,2,Normal,2020,New York City,,https://www.inc.com/emily-canal/the-sill-houseplants-sales-flourish-coronavirus-pandemic.html,2020,Qtr 2,May,29
TheSkimm,Series C,United States,1892,28,3703,Media,26,2020,Qtr 2,May,1,1,5,20%,2,Normal,2020,New York City,,https://www.wsj.com/articles/theskimm-cuts-20-of-staff-amid-coronavirus-pandemic-11588362569,2020,Qtr 2,May,2
TheSkimm,Series C,United States,795,28,1497,Media,22,2023,Qtr 2,May,3,3,5,13%,2,Normal,2023,New York City,,https://www.businessinsider.com/newsletter-publisher-theskimm-laid-off-13-percent-second-round-2023-2023-5,2023,Qtr 2,May,8
TheSkimm,Series C,United States,886,28,1902,Media,17,2023,Qtr 1,February,1,1,2,10%,1,Normal,2023,New York City,,https://www.businessinsider.com/theskimm-layoffs-nearly-10-percent-staff-media-industry-cuts-economy-2023-2,2023,Qtr 1,February,3
Thimble,Series A,United States,1097,28,3062,Finance,20,2022,Qtr 3,July,5,5,7,33%,3,Normal,2022,New York City,,https://coverager.com/layoffs-at-thimble/,2022,Qtr 3,July,6
Thinkific,Post-IPO,Canada,1195,22,3387,Education,100,2022,Qtr 1,March,29,29,3,20%,1,Normal,2022,Vancouver,Non-U.S.,https://betakit.com/following-2021-losses-thinkific-to-lay-off-100-employees/,2022,Qtr 1,March,30
Thinkific,Post-IPO,Canada,908,22,2128,Education,76,2023,Qtr 1,January,10,10,1,19%,1,Normal,2023,Vancouver,Non-U.S.,https://betakit.com/thinkific-makes-more-layoffs-as-part-of-push-towards-profitability/,2023,Qtr 1,January,11
ThirdLove,Series B,United States,1921,68,3936,Retail,65,2020,Qtr 2,April,2,2,4,30%,2,Normal,2020,SF Bay Area,,https://www.businessinsider.com/victorias-secret-challenger-thirdlove-sees-layoffs-due-to-coronavirus-2020-4,2020,Qtr 2,April,3
Thoughtworks,Post-IPO,United States,698,748,1148,Other,579,2023,Qtr 3,August,8,8,8,5%,3,Normal,2023,Chicago,,https://www.chicagobusiness.com/employment/thoughtworks-cut-hundreds-jobs,2023,Qtr 4,October,17
Thoughtworks,Post-IPO,United States,858,748,1722,Other,500,2023,Qtr 1,March,1,1,3,4%,1,Normal,2023,Chicago,,https://techcrunch.com/2023/03/01/thoughtworks-layoffs-economic-slowdown/,2023,Qtr 1,March,2
Thread,Acquired,United Kingdom,949,40,2336,Retail,30,2022,Qtr 4,November,30,30,11,50%,4,Normal,2022,London,Non-U.S.,https://www.drapersonline.com/news/ms-acquires-thread-intellectual-property,2022,Qtr 4,December,11
Thriver,Series B,Canada,1795,53,3518,Food,75,2020,Qtr 3,August,6,6,8,50%,3,Normal,2020,Toronto,Non-U.S.,https://betakit.com/platterz-raises-43-8-million-cad-series-b-rebrands-to-thriver-as-company-pivots-post-pandemic/,2020,Qtr 3,August,7
Thumbtack,Series F,United States,1924,423,3992,Consumer,250,2020,Qtr 1,March,30,30,3,30%,1,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/04/06/thumbtack-laid-off-250-employees/,2020,Qtr 1,March,31
Thumbtack,Series I,United States,936,698,2229,Consumer,160,2022,Qtr 4,December,13,13,12,14%,4,Normal,2022,SF Bay Area,,Internal memo,2022,Qtr 4,December,14
Tickertape,Seed,India,801,5,1521,Finance,29,2023,Qtr 2,April,27,27,4,29%,2,Normal,2023,Bengaluru,Non-U.S.,https://entrackr.com/2023/04/smallcase-backed-tickertape-layoff-30-workforce/,2023,Qtr 2,April,28
Tier Mobility,Series D,Germany,1048,646,2791,Transportation,180,2022,Qtr 3,August,23,23,8,16%,3,Normal,2022,Berlin,Non-U.S.,https://techcrunch.com/2022/08/23/tier-mobility-lays-off-180-people-amid-poor-funding-climate/,2022,Qtr 3,August,24
Tier Mobility,Series D,Germany,893,646,1969,Transportation,80,2023,Qtr 1,January,25,25,1,7%,1,Normal,2023,Berlin,Non-U.S.,https://techcrunch.com/2023/01/25/tier-mobility-and-spin-lay-off-100-more-employees/,2023,Qtr 1,January,26
TIFIN,Series D,United States,1118,204,3195,Crypto,24,2022,Qtr 2,June,14,14,6,10%,2,Normal,2022,Boulder,,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,2022,Qtr 2,June,15
Tilia,Unknown,United States,718,32,1225,Finance,28,2023,Qtr 3,July,19,19,7,32%,3,Normal,2023,SF Bay Area,,Internal memo,2023,Qtr 3,August,15
Tilting Point,Unknown,United States,887,235,1919,Consumer,60,2023,Qtr 1,January,31,31,1,14%,1,Normal,2023,New York City,,https://mobilegamer.biz/layoffs-at-tilting-point-as-it-restructures-and-switches-strategy/,2023,Qtr 1,February,1
Tipalti,Series F,United States,907,565,2111,Finance,123,2023,Qtr 1,January,11,11,1,11%,1,Normal,2023,SF Bay Area,,https://www.calcalistech.com/ctechnews/article/bjj82m39i,2023,Qtr 1,January,12
Titan Medical,Post-IPO,Canada,877,278,1824,Healthcare,48,2023,Qtr 1,February,10,10,2,72%,1,Normal,2023,Toronto,Non-U.S.,https://www.fiercebiotech.com/medtech/titan-medical-lays-70-staff-search-buyer-comes-short,2023,Qtr 1,March,10
Toast,Post-IPO,United States,507,962,627,Food,550,2024,Qtr 1,February,15,15,2,10%,1,Normal,2024,Boston,,https://www.bloomberg.com/news/articles/2024-02-15/toast-layoffs-to-impact-hundreds-at-restaurant-tech-company?embedded-checkout=true,2024,Qtr 1,February,15
Toast,Series F,United States,1916,902,3874,Food,1300,2020,Qtr 2,April,7,7,4,50%,2,Major,2020,Boston,,https://layoffs.fyi/2020/04/10/toast-cuts-1300-employees/,2020,Qtr 2,April,8
Tome,Series B,United States,277,75,275,Sales,12,2024,Qtr 4,October,2,2,10,31%,4,Normal,2024,SF Bay Area,,https://www.theinformation.com/briefings/early-generative-ai-startup-leader-tome-lays-of-31-of-staff,2024,Qtr 4,October,3
Tome,Series B,United States,446,75,529,AI,12,2024,Qtr 2,April,16,16,4,25%,2,Normal,2024,SF Bay Area,,https://www.semafor.com/article/04/16/2024/ai-startup-tome-lays-off-staff-to-focus-on-revenue,2024,Qtr 2,April,17
Tome Biosciences,Series A,United States,314,213,322,Healthcare,131,2024,Qtr 3,August,26,26,8,100%,3,Normal,2024,Boston,,https://www.biopharmadive.com/news/tome-biosciences-layoffs-startup-strategic-options/725214/,2024,Qtr 3,August,28
Tomo,Series A,United States,1132,110,3277,Finance,44,2022,Qtr 2,May,31,31,5,33%,2,Normal,2022,Stamford,,https://www.businessinsider.com/purchase-mortgage-company-tomo-lays-off-staff-housing-market-slows-2022-5,2022,Qtr 2,June,1
Tomorrow,Unknown,Germany,933,29,2209,Finance,30,2022,Qtr 4,December,16,16,12,25%,4,Normal,2022,Hamburg,Non-U.S.,https://www.businessinsider.de/gruenderszene/fintech/tomorrow-kundigt-viertel-seines-teams/,2022,Qtr 4,December,18
Tonal,Series E,United States,1089,450,3015,Fitness,262,2022,Qtr 3,July,13,13,7,35%,3,Normal,2022,SF Bay Area,,https://www.cnbc.com/2022/07/13/peloton-rival-tonal-cuts-jobs-ahead-of-possible-recession-ipo.html,2022,Qtr 3,July,13
Tonkean,Series B,United States,1117,83,3183,Other,23,2022,Qtr 2,June,15,15,6,23%,2,Normal,2022,SF Bay Area,,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,2022,Qtr 2,June,16
Top Hat,Series D,Canada,1881,104,3657,Education,16,2020,Qtr 2,May,12,12,5,3%,2,Normal,2020,Toronto,Non-U.S.,https://betakit.com/top-hat-restructures-makes-staff-reductions-as-covid-19-affects-higher-education/,2020,Qtr 2,May,13
Top Hat,Series E,Canada,520,234,670,Education,35,2024,Qtr 1,February,2,2,2,7%,1,Normal,2024,Toronto,Non-U.S.,https://betakit.com/toronto-software-companies-top-hat-loopio-wattpad-make-layoffs/,2024,Qtr 1,February,2
Top Hat,Series E,Canada,702,234,1159,Education,42,2023,Qtr 3,August,4,4,8,7%,3,Normal,2023,Toronto,Non-U.S.,https://betakit.com/canadian-startup-struggles-continue-as-silofit-closes-up-shop-top-hat-and-fable-cut-staff/,2023,Qtr 3,August,5
Tor,Unknown,United States,1906,1,3789,Security,13,2020,Qtr 2,April,17,17,4,37%,2,Normal,2020,Boston,,https://blog.torproject.org/covid19-impact-tor,2020,Qtr 2,April,18
Torii,Series B,Israel,738,65,1299,Other,28,2023,Qtr 2,June,29,29,6,30%,2,Normal,2023,Ra'anana,Non-U.S.,https://www.calcalistech.com/ctechnews/article/hjqdc1i00h,2023,Qtr 3,July,1
TouchBistro,Series E,Canada,1909,224,3817,Food,131,2020,Qtr 2,April,14,14,4,23%,2,Normal,2020,Toronto,Non-U.S.,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,2020,Qtr 2,April,15
TradeWindow,Series B,New Zealand,844,24,1671,Finance,25,2023,Qtr 1,March,15,15,3,30%,1,Normal,2023,Auckland,Non-U.S.,https://www.nbr.co.nz/investment/tradewindow-to-cut-a-third-of-workforce/,2023,Qtr 1,March,15
Transfix,Series D,United States,1894,128,3717,Logistics,24,2020,Qtr 2,April,29,29,4,10%,2,Normal,2020,New York City,,https://www.freightwaves.com/news/breaking-transfix-lays-off-10-of-its-staff,2020,Qtr 2,April,30
Transmit Security,Series A,United States,1097,583,3061,Security,27,2022,Qtr 3,July,5,5,7,7%,3,Normal,2022,Boston,,https://www.themarker.com/technation/2022-07-05/ty-article/.premium/00000181-cd88-dd1b-a7d1-efffaa730000,2022,Qtr 3,July,6
TravelTriangle,Series D,India,1926,47,4008,Travel,250,2020,Qtr 1,March,28,28,3,50%,1,Normal,2020,Gurugram,Non-U.S.,https://entrackr.com/2020/03/exclusive-traveltriangle-lays-off-250-employees-covid-crisis/,2020,Qtr 2,April,1
Trax,Series D,Israel,1890,386,3695,Retail,120,2020,Qtr 2,May,3,3,5,10%,2,Normal,2020,Tel Aviv,Non-U.S.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3815332,00.html",2020,Qtr 2,May,17
Trax,Series E,Singapore,1112,1000,3162,Retail,100,2022,Qtr 2,June,20,20,6,12%,2,Normal,2022,Singapore,Non-U.S.,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,2022,Qtr 2,June,21
Trax,Series E,Singapore,957,1000,2382,Retail,80,2022,Qtr 4,November,22,22,11,8%,4,Normal,2022,Singapore,Non-U.S.,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,2022,Qtr 4,November,23
Treasure Financial,Series A,United States,544,14,775,Finance,14,2024,Qtr 1,January,9,9,1,60%,1,Normal,2024,SF Bay Area,,https://techcrunch.com/2024/01/09/treasure-financial-lays-off-staff-just-months-after-reporting-explosive-growth/,2024,Qtr 1,January,30
Treasury Prime,Series C,United States,494,71,604,Finance,40,2024,Qtr 1,February,28,28,2,40%,1,Normal,2024,SF Bay Area,,https://www.bankingdive.com/news/treasury-prime-lay-off-40-50-employees-marketing-liaison-direct-fintech-partner-chris-dean/708770/,2024,Qtr 1,February,29
Treehouse,Series B,United States,1391,12,3428,Education,41,2021,Qtr 3,September,14,14,9,90%,3,Normal,2021,Portland,,https://www.oregonlive.com/silicon-forest/2021/09/online-coding-school-treehouse-formerly-based-in-portland-lays-off-most-of-its-staff.html,2021,Qtr 4,October,27
Trell,Series B,India,1209,62,3392,Retail,300,2022,Qtr 1,March,15,15,3,50%,1,Normal,2022,Bengaluru,Non-U.S.,https://www.businesstoday.in/entrepreneurship/news/story/amidst-face-off-between-investors-co-founders-trell-may-lay-off-300-employees-326399-2022-03-17,2022,Qtr 2,May,7
Trigo,Series C,Israel,549,199,794,Retail,30,2024,Qtr 1,January,4,4,1,15%,1,Normal,2024,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/b1pfj7nu6,2024,Qtr 1,January,5
TripActions,Series D,United States,1929,981,4043,Travel,300,2020,Qtr 1,March,25,25,3,25%,1,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/03/31/tripactions-laid-off-300-employees-via-a-group-zoom-call/,2020,Qtr 1,March,29
TripAdvisor,Post-IPO,United States,1895,3,3719,Travel,900,2020,Qtr 2,April,28,28,4,25%,2,Normal,2020,Boston,,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,2020,Qtr 2,April,28
TripAdvisor,Post-IPO,United States,602,3,904,Travel,125,2023,Qtr 4,November,12,12,11,4%,4,Normal,2023,Boston,,https://skift.com/2023/11/12/tripadvisor-laid-off-4-of-its-workforce-and-more-cuts-are-on-the-way/,2023,Qtr 4,December,23
Triplebyte,Series B,United States,1931,48,4071,Recruiting,15,2020,Qtr 1,March,23,23,3,17%,1,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/03/26/triplebyte-lays-off-15-talent-managers-and-technical-writers/,2020,Qtr 1,March,29
TripleLift,Acquired,United States,877,16,1823,Marketing,100,2023,Qtr 1,February,10,10,2,20%,1,Normal,2023,New York City,,https://www.adexchanger.com/online-advertising/triplelift-announces-layoffs-the-latest-in-a-miserable-trend/,2023,Qtr 1,February,13
TripleLift,Series B,United States,1921,16,3946,Marketing,23,2020,Qtr 2,April,2,2,4,7%,2,Normal,2020,New York City,,https://www.adweek.com/programmatic/triplelift-confirms-staff-salary-cuts-amid-wave-of-industry-austerity/,2020,Qtr 2,April,11
TRM Labs,Series B,United States,810,149,1549,Crypto,16,2023,Qtr 2,April,18,18,4,9%,2,Normal,2023,SF Bay Area,,https://blockworks.co/news/crypto-hiring-custodian-copper,2023,Qtr 2,May,5
True Anomaly,Series B,United States,437,158,513,Aerospace,30,2024,Qtr 2,April,25,25,4,25%,2,Normal,2024,Denver,,https://techcrunch.com/2024/04/25/defense-space-startup-true-anomaly-layoffs-cancels-internship/,2024,Qtr 2,April,26
TrueCar,Post-IPO,United States,1865,340,3599,Transportation,219,2020,Qtr 2,May,28,28,5,30%,2,Normal,2020,Los Angeles,,https://labusinessjournal.com/news/2020/jun/01/truecar-lays-30-staff/,2020,Qtr 2,May,29
TrueCar,Post-IPO,United States,753,340,1353,Transportation,102,2023,Qtr 2,June,14,14,6,24%,2,Normal,2023,Los Angeles,,https://techcrunch.com/2023/06/14/truecar-lays-off-102-employees-taps-new-ceo-amid-restructure/,2023,Qtr 2,June,15
TrueLayer,Series E,United Kingdom,233,321,209,Finance,71,2024,Qtr 4,November,15,15,11,25%,4,Normal,2024,London,Non-U.S.,https://www.cityam.com/former-fintech-unicorn-truelayer-laid-off-a-quarter-of-staff-in-one-day/,2024,Qtr 4,November,21
TrueLayer,Series E,United States,1024,271,2701,Finance,40,2022,Qtr 3,September,16,16,9,10%,3,Normal,2022,London,Non-U.S.,https://www.altfi.com/article/9837_exclusive-truelayer-announces-job-cuts-of-up-to-10-of-staff,2022,Qtr 3,September,16
Truepill,Series D,United States,1060,255,2834,Healthcare,175,2022,Qtr 3,August,11,11,8,33%,3,Normal,2022,SF Bay Area,,https://techcrunch.com/2022/08/11/digital-health-unicorn-truepill-conducts-third-round-of-layoffs-in-2022/,2022,Qtr 3,August,12
Truepill,Series D,United States,1124,255,3226,Healthcare,150,2022,Qtr 2,June,8,8,6,15%,2,Normal,2022,SF Bay Area,,https://medium.com/truepill-insights/a-message-from-truepill-ceo-sid-viswanathan-9973660e2d8,2022,Qtr 2,June,10
Truiloo,Series D,Canada,1017,474,2683,Security,24,2022,Qtr 3,September,23,23,9,5%,3,Normal,2022,Vancouver,Non-U.S.,https://betakit.com/trulioo-to-cut-up-to-10-percent-of-staff-exit-small-business-market/,2022,Qtr 3,September,19
Trybe,Series B,Brazil,1061,40,2841,Education,47,2022,Qtr 3,August,10,10,8,10%,3,Normal,2022,Sao Paulo,Non-U.S.,https://startups.com.br/noticias/edtech-trybe-enxuga-operacoes-e-corta-10-do-time/,2022,Qtr 3,August,25
Trybe,Series B,Brazil,758,40,1367,Education,128,2023,Qtr 2,June,9,9,6,35%,2,Normal,2023,Sao Paulo,Non-U.S.,https://www.estadao.com.br/link/inovacao/startup-trybe-demite-128-pessoas-em-nova-rodada-de-cortes-na-companhia/,2023,Qtr 2,June,12
Tufin,Acquired,United States,1050,21,2802,Security,55,2022,Qtr 3,August,21,21,8,10%,3,Normal,2022,Boston,,https://en.globes.co.il/en/article-israeli-cybersecurity-co-tufin-lays-off-55-1001421995,2022,Qtr 3,August,22
Turo,Series E,United States,1923,467,3979,Transportation,108,2020,Qtr 1,March,31,31,3,30%,1,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/04/21/turo-laid-off-108-employees/,2020,Qtr 2,April,1
Turo,Series E,United States,81,467,55,Transportation,150,2025,Qtr 2,April,16,16,4,17%,2,Normal,2025,SF Bay Area,,https://www.bloomberg.com/news/articles/2025-04-16/car-rental-startup-turo-cuts-15-of-workers-after-icing-ipo,2025,Qtr 2,April,17
TuSimple,Post-IPO,United States,928,648,2199,Transportation,350,2022,Qtr 4,December,21,21,12,25%,4,Normal,2022,San Diego,,https://techcrunch.com/2022/12/21/self-driving-truck-company-tusimple-to-lay-off-25-of-workforce/,2022,Qtr 4,December,18
TutorMundi,Series A,Brazil,1899,2,3741,Education,4,2020,Qtr 2,April,24,24,4,100%,2,Normal,2020,Sao Paulo,Non-U.S.,Company executive,2020,Qtr 2,May,3
